,comment_text,Sub1_Toxic
1070,"Fakt ist, das eine Söder CSU sich in Bayern nur von ca. 9,4 Millionen Wähler überhaupt bei Bundestagswahle n gewählt werden kann! Dabei entfallen auf eine CSU je Erst- und Zweitstimme jeweils ca. 3,2 Millionen Wählerstimmen! Auch hier stellt sich die Frage, ob das Alleinstellungs merkmal, sich nur in Bayern als Partei wählen zu lassen und auf Bundes- und Regierungsebene eine Union mit der CDU sich im Sinne eines Bundeslandes, wie keine andere Partei sich einbringen zu können, die Wahlergebnisse in Bayern mitbegründet! Auch die Frage, ob der Bundesbürger überhaupt sich für eine Union aus CDU und CSU ausspricht und in wie weit hier diese Parteien überhaupt gewillt sind, nach dem Votum der Bundesbürger zu handeln, musste mal erfragt werden. Auch der politische und vor allem medialen Vorteil, welcher hier einer kleinen Regionalpartei über ARD und ZDF und gerade seit übe einem Jahr einem Herrn Söder, stehtvinkeinem Verhältnis und suggeriert, dass die öffentlich rechtlichen Rundfunkanstalt en hier einen Kanzler Kandidaten hochhypen! Ich sehe diese Union aus CDU und CSU sehr Kritisch, weil es den Wählerwillen aushebelt! Nur weil man eine in seinem Bundesland wählbare CDU wählt, ist dieses noch keine Zustimmung zu einer Union mit der CSU!",0
1071,Ich dachte immer der Spahn ist die Frau!?,1
1072,"Lampr. Liegeneid: der Trottel vor Scheuer hat diese Pkw-Maut beschlossen, ok!!!",1
1073,Bitte verzichten Sie auf diffamierende Äußerungen und diskutieren Sie sachlich mit uns und anderen User*innen. Für alles andere ist hier kein Platz. Mehr dazu finden Sie auch in unserer Netiquette: https:// kurz.zdf.de/ MQ6M/,0
1074,Marion Alber,0
1075,Du  die  Kommentare  was  ti  kekrick hast  die  wahren  richtich  was  du für  Merkel  bist  schoß  Hund 🐕 🐕 🐕 🐕  du  gest  nie  fon  Ire  sete  weg,1
1076,Sommeranfang hat gerade erst begonnen und die Tage werden schon wieder kürzer....geile r Humor hier in Deutschland,1
1077,"Liebe Nutzerinnen und Nutzer, wir freuen uns über die rege Beteiligung an dieser Diskussion. Bitte bleiben Sie fair und respektvoll untereinander und auch gegenüber unseren Gästen – vielen Dank.",0
1078,"Ende April entschied das Bundesverfassun gsgericht, das bisherige Klimaschutzgese tz sei nicht ausreichend. Jetzt wird nachgebessert: Bis 2045 soll Klimaneutralitä t erreicht werden. Mehr dazu hier: https:// kurz.zdf.de/ lt09Z/",0
1079,"Es können nicht alle studiert haben , es muss auch Menschen geben die MACHEN .",1
1080,"Hat sich eigentlich schon die ""Noch Kanzlerin"" zu der feigen Tat geäußert ?🤔",1
1081,"Ich seh das anders! Wenn ich schon höre „meine Kinder (in der DORFSCHULE uuuh gefährlich) sind seit 16.12. Zuhause, weil uns die Inzidenzen zu hoch sind“ aber im nächsten Satz: „...in jedem Gerichtssaal in dem ich bin... “ alles klar... es nervt! Auch wenn das Ego dieses Herrn groß genug ist sich als Fürsprecher ALLER Eltern da aufzuspielen - er ist es nicht. Ich würde gerne mal den ARZT aus unserer Elternschaft da gegenüber setzen, der das genau anders sieht.",1
1082,"aber wir müssen trotzdem den Lockdown weiter betreiben, die Deltavariante, der KLimaschutz und der Wassernotstand werden es notwendig machen, dass wir in wenigen Wochen erneut auf Totallockdown gehen müssen - dann aber für 5 JAhre mindestens.",0
1083,"Woher kommt eigentlich der Anspruch, dass ausgerechnet Europa, allen voran Deutschland, die Welt durch immer mehr Umverteilung läutern kann?",0
1084,"sind da auch Gesetze dabei, die das Leben für Deutsche erleichtern?",0
1085,Die Wirtschaftspoli tik der EU zb mit den Laendern in Afrika ist Kolonialismus 2.0.👎,1
1086,Die Übernahme ä Wende natürlich hätten wir uns sparen können,0
1087,"Oft weiß man erst um den wirklichen Wert, wenn Zukunft zur Gegenwart wird. Danke 🙏🏻 für Ihre Bemühungen besten Gewissens unser Land durch diese Krise zu führen.",0
1088,"Hinterzimmerpol itik wird wieder positiv konnotiert - also wenn das nicht reaktionär ist... und das bei den Grünen, eieiei...",1
1089,Wenn ich die Kommentare hier so lese sind wieder ziemlich viele Schwurbler unterwegs - aber das Virus erwischt euch irgendwann - und das ist gut so 😁,1
1090,"Warum weigert sich UNSERE BUNDESREGIERUNG   TIERÄRZTE mit in die IMPFUNG mit rein zu nehmen ?  Es kann doch nicht sein, dass wenn ENDLICH genug IMPFSTOFF da ist, man ewig auf einen Termin warten muß, weil nicht genug Termine frei sind  JEDER der dann IMPFEN KANN muß einbezogen werden  Wir haben schon VIEL ZU VIEL ZEIT verloren  Jetzt muss gehandelt statt diskutiert werden",1
1091,"Priorität? Wie sieht es mit den körpernahen Dienstleistunge n aus , Friseure , Kosmetiker usw ?",0
1092,Dabei sind noch nicht alle älteren und Risikopersonen geimpft! Wir fühlen uns verarscht und betrogen!,1
1093,"Wir haben mehr als genug hier, es gibt noch viele andere Länder die Platz haben!",0
1094,Den Kuchen vergrößern...deutlich vergrößern... und für die Arbeitnehmer ein bis zwei Krümel mehr......so denken diese Gierhälse.,1
1095,Die komplette Sendung des gestrigen Abends ist jetzt hier verfügbar: https://www.daserste.de/information/talk/maischberger/videos/maischberger-die-woche-video-740.html,0
1096,"Liebe Nutzer*innen, wie haben Sie die gestrige Sendung erlebt? Wir freuen uns auf eine spannende Diskussion!",0
1097,"Bei klarem Himmel sehe ich sie fast jede Nacht.Mich interessiert es, warum nicht ?Ich denke dabei an die Besatzung und wünsche ihnen alles Gute.Danke für den Bericht .",0
1098,"Prof. Lauterbach - und seine Qualitäten: <Dabei war er vor wenigen Jahren noch dafür bekannt, dass er im Auftrag der Pharmaindustrie Medikamentenstudien durchführte. Über 800 000 Euro an Drittmitteln heimste er dafür allein im Jahr 2000 ein.  So war er auch an einer Studie über den Fettsenker Lipobay beteiligt - jenem Medikament, das die Herstellerfirma Bayer wegen tödlicher Zwischenfälle im Jahr 2001 vom Markt nahm. Die frühen Hinweise darauf, dass Lipobay möglicherweise gefährlich war, nahm Lauterbach damals ebenso wenig wahr, wie es seine Auftraggeber taten.>  https://www.spiegel.de/spiegel/print/d-30346862.html",0
1099,"Was soll das ganze Diskutieren, wenn im Land Bremen an 2 Ostertagen das Impfen eingestellt wird. Laut OB Grantz gibt es keinen Impfstoff. Es gibt gerade keinen Lichtblick.",0
1100,"Man muss nicht nur auf den Stundelohn schauen, der allerdings zu niedrig ist, sondern die viel zu hohen Steuern auf den kleinen Einkommen",0
1101,"Bei dem Kommentar von Herrn Fleischhauer stehen mit die Nackenhaare zu Berge...  Wie lange wollen wir den noch von Ost und West sprechen und diesen dann noch durch den Kakao ziehen😡 ""Beruhigend ist, dass die Wahl nicht im Osten entschieden wird"" ... Das darf doch nicht wahr sein! 😠",1
1102,"Ich lebe in Südafrika 🇿🇦 da werden die Tage wieder länger, wir kommen dem Sommer immer näher 👍Liebe Grüße ❤️‍🩹",0
1103,Ich habe noch nie einen Grünen mit einen Baum 🌳gesehen.,0
1104,Kann man ihn anmelden für eine Umwandlung?,0
1105,"Ich stelle mir fast täglich die Frage weshalb Schulen geschlossen werden, jedoch in Behörden, Ämtern und in der Industrie weiterhin in Gruppen in Präsenz gearbeitet wird.",0
1106,Mal schauen wie doof die Leute schauen wenn alle geimpft sind und Corona immer noch da ist .🤣🤣🤣🤣🤣🤣,1
1107,"Ich komme mir verarscht vor. Seid 3 Monaten im Lookdown light, und jetzt wollen sie Gestze auf den Weg bringen ? Sorry Die Wirtschaft liegt am Boden und die refen noch immer. WAS ZUM GAIER SOLL DAS ?",1
1108,Ganz Europa und der Rest der Welt lacht jetzt schon über uns. Zu Blöd genug Masken für alle Bürger zu besorgen.Dann das Impfchaos. Nicht zu vergessen die Schnelltests.Ni chts funktioniert. Dann das ständige Einsperren der Bürger Namens Lockdown. Das haben die beiden in meinen Augen untauglichen Kandidaten und der Rest der Regierung zu Verantworten. Wir waren mal ein Land der Dichter und Denker. Heute sind wir nur noch ein Witz. Machtgeile Politiker nutzen keinem Land. Lasst die jungen noch hungrigen Politiker ran mit neuen und frischen Ideen und nicht das alte Eisen..,1
1109,"..... und wer einen Hauch von Kritik an den Maßnahmen äußert, wird mundtot gemacht und in die rechte Ecke gedrückt (siehe Herrn Liefers und Kollegen). Dies zermürbt die Menschen noch mehr....Satire ist auch nicht mehr erlaubt.",1
1110,Das Mädel kann einem so leid tun.Ihr ganzes Leben nur als Zugpferd gedient.Und nun regiert der olle Suffkopp über ihr Leben.,1
1111,Was erwarten Sie von Ihrem Aufruf? Glauben Sie dass ohne fundiertes Wissen eine Einschätzung darüber überhaupt sinnvoll und mögliich ist?,0
1112,"Liebes ""hart aber fair"" Team. Bitte schauen Sie sich doch beigefügtes Video einmal an. Es erklärt warum wir nicht von unseren Inzidenzwerten herunter kommen. Es wäre toll wenn Ihre Experten heute einmal erläutern würden, warum Ihre Zahlen dennoch richtig sind. Vielen Dank https:// www.youtube.com/ watch?v=5vaxVEFn ESE",0
1113,"""Ich denke, die Lösung ist, dass wir die Menschen, die sich entlang des Pasig Rivers angesiedelt haben, umsiedeln und alle kommerziellen Einrichtungen bestrafen müssen, die diesen unbehandelten Wasserabfall verursachen"", sagt Joan Lagunda, stellvertretende Sekretärin des philippinischen Ministeriums für Umwelt und natürliche Ressourcen.",0
1114,Warum werden nicht Blutgerinnungsmedikamente mitgegeben?,0
1115,"Das EM-Stadion in München darf während des Spiels gegen Ungarn am Mittwoch nicht in Regenbogenfarbe n erstrahlen.  Der Münchner Oberbürgermeist er Dieter Reiter hatte dies zuvor gefordert, um gegen die Politik von Ungarns Ministerpräside nt Viktor Orbán zu protestieren.",0
1116,500 Dollar ENTSCHÄDIGUNG ???,1
1117,"Möglicherweise ist Wohnen ein Grundrecht, aber ganz bestimmt nicht zu Kleinstadtpreisen in der Großstadt!",0
1118,"Um Gottes Willen, blos die keine Kanzlerin 🤭",1
1119,"Liebe Nutzer*innen, wie bewerten Sie die Aussage von Petra Bosse-Huber? Und was ist Ihre Meinung dazu? Wir freuen uns auf Ihre Kommentare! ",0
1120,"Frau Gaschke hat jedenfalls erkannt, dass bei der rechtzeitigen Impfstoffbestel lung in Deutschland und Europa geschlafen wurde. Da sollte man einmal nach Israel schauen. Dort werden die Impfungen bis Ende März abgeschlossen sein, während Deutschland noch bis zum Jahresende impfen muss, weil erst im Herbst der notwendige Impfstoff geliefert wird.",0
1121,"Man könnte auch endlich mal darüber diskutieren, warum genau so wenig Impfstoff vorhanden ist, wer das zu verantworten hat und was aktuell in die Wege geleitet wird, das zu ändern (Thema Werk & Status in Marburg etc.)? Stattdessen wird über Schnelltests vom Thema abgelenkt. Im Fußball wäre ""Trainer"" Spahn sicher längst entlassen. Was ist Shutdown, was ist Lockdown? Alles nur Geplänkel und ein Einheitsbrei. Sollten sie jetzt mit nächtlichen Ausgangssperren kommen, ist das die komplette Bankrotterkläru ng der Regierung...",1
1122,@,0
1123,"Hallo Jobine Sarzick, wenn Sie mehr zu der Delta-Variante erfahren wollen, schauen Sie gerne mal hier: https:// kurz.zdf.de/ ZuqG/",0
1124,"Was viele nicht wissen, die Steuerbehörde der USA ist die mächtigste im ganzen Land. Wer die kontrolliert hat das sagen.",0
1125,"Petra Bosse-Huber und Isabel Schayani sind ohne jeden konkreten Vorschlag zur Lösung des Migrationsproblems. Gesinnungsethik pur. Vernünftige Politik basiert aber auf Verantwortungsethik, die die legitimen Interesse aller Beteiligten berücksichtigt.",0
1126,"Wenn Söder jetzt nicht endlich kapituliert, würde ich als Laschet die Brocken hinwerfen und der Partei sagen: Ihr könnt mich alle mal. 😠... Für meine Entscheidung wird aber auch das nichts nützen: Denn mich hat diese Kasperlepartei als Wähler endgültig verloren.  Das was Söder letzten Montag gemacht hat ist für mich parteischädigend. Soll doch die CSU sich endlich von der Schwester trennen, wenn sie meint sie muss. Dann wird sie ja sehen, wie weit sie mit diesen Egotripps kommt :D ; Die letzte ach so tolle Idee der CSU ( Mautdesaster) ist ja zum Glück auch krachend vorm EuGH gescheitert. :D ",1
1127,"Wo leben Sie denn? Sie haben keine Ahnung was die Menschen denken oder? Ich habe generell keine Angst vor einer Impfung, vermutlich habe ich mehr als Sie. Aber ich kenne tatsächlich meinen Körper besser als jeder andere und ich möchte zur Zeit keinen dieser Impfstoffe. Man darf schon etwas skeptisch einem Impfstoff gegenüber sein der innerhalb von Wochen entwickelt wurde. Und übrigens: Alle Impfstoffe haben eine Notfallzulassun g und mehr nicht.",0
1128,Nun spricht Christian Schmidt (CSU).,0
1129,"Olha só...hoje o Dia mais longo do Ano, aí! Em tua homenagem!",0
1130,Die WHO empfiehlt keine allgemeine Maskenpflicht für Kinder. Eine Maskenpflicht wird je nach Lage / Inzidenz / Ansteckungsgefahr unter bestimmten Bedingungen empfohlen. Keine pauschale Maskenpflicht.  https://www.who.int/news-room/q-a-detail/q-a-children-and-masks-related-to-covid-19,0
1131,"Weder der Grinsebär Laschet hat das Format zum Kanzler, denn man kann jeden seiner Schachzüge in seinem Gesicht ablesen, noch ein selbstverliebte r Söder. Hier kämpfen Pest und Cholera gegeneinander, um an den Trog zu kommen.",1
1132,Der ist doch gar kein Eptmipologe oder sowas! Der ist ein Scharlatan 🤣👎,1
1133,Eine weitere Runde Narkose für die Angsthasen!,1
1134,"Oh Deutschland, Land der gefühlskalten Prinzipienreiter.........",1
1135,"Liebe Nutzer*innen, bitte bleiben Sie auch bei Meinungsverschi edenheiten fair im Umgang miteinander – danke!",0
1136,"Liebe Nutzer*innen, wie haben Sie die Diskussion erlebt? Wir freuen uns auf Ihre Kommentare und Anregungen.",0
1137,Hölle der Löwen für mich ist das Bereicherung geistigen Eigentums anderer Menschen 🙄🙄davon profitiert man,1
1138,"Söder hat sein Versprechen gebrochen. Man kann ihm nicht vertrauen. Wenn ich nicht gewinnen kann, ändere ich halt die Spielregeln. Er hat die Unterstützung der CDU nicht bekommen, jetzt ist er der beleidigte Junge und mischt den ganzen Laden auf ",1
1139,"Liebe Community, solange keine weiteren Informationen bekannt sind, bitten wir Sie von Spekulationen abzusehen. Bitte bleiben Sie sachlich und konstruktiv - und halten Sie sich an unsere Netiquette: https://kurz.zdf.de/MQ6M/",0
1140,"Da kann man nur den Kopf schütteln und die, die dies alles noch gut heißen....armes Deutschland.",1
1141,"Der wahre Grund warum jeder genug AstraZeneca bekommt!!! Das Thema wurde schon bei Markus lanz von FDP kubicki am 5.2.21 erklärt. Der Selbstkostenpre is gilt allerdings nur für die EU, dafür wird aber auch keine Haftung übernommen, die bleibt bei der EU. Das ganze Gerede von notfallzulassun g war alles nur Augenwischerei um von dem eigentlichen abzulenken. Man hat gepennt und wollte kein Geld ausgeben. Warum die Medien nicht darüber berichtet haben.!!! Maulkorb???",1
1142,"Ich bin 50, habe meine Erstimpfung mit AstraZeneca bekommen und möchte meine Zweitimpfung auch mit AstraZeneca. Gebt den Impfstoff endlich für alle frei. Egal wie alt, wer geimpft werden möchte, soll geimpft werden. So mischt man auch die Altersgruppen und jüngere Menschen, die die jetzt häufiger betroffen sind von schweren Verläufen, werden geschützt. Die, die jeden Tag zur Arbeit gehen müssen jetzt geimpft werden. Die, die jeden Tag Kontakt mit Menschen haben müssen.",0
1143,"Wow, nicht besonders ausgewogen die Auswahl der Gäste. So viele Personen und alle die gleiche Meinung. Wo bleiben die wirklich Kritischen Stimmen? Soll man so eine Diskussion führen?",0
1144,"Genau hinhören !!!  Die Kanzlerinnen-Da rstellerin hat sich nur dafür entschuldigt, dass es nicht umsetzbar war, die Maßnahmen durchzuziehen. Und dafür bekommt sie Lob und Anerkennung ??? Armes Deutschland",1
1145,"Beim EM-Achtelfinale dürfen 45.000 Zuschauer*innen ins Londoner Wembley-Stadion, ab dem Halbfinale 60.000. Wegen der Corona-Lage warnen Ärzt*innen vor Reisen zu den Spielen: https://kurz.zdf.de/sXC/",0
1146,"Bei dieser Gespächsrunde geht mir die Hutschnur hoch. Ich sitze seit Mitte Dezember mit 3 Kindern im Homeoffice und Homescooling! Keine Kontakte zu anderen Kindern und ein ewiges auf und ab! Die Kinder in den weiterführenden Schulen sitzen bis zu 8 Stunden an ihrem Gerät. Erst kam der Aufschrei die Kinder sollen nicht so oft an die Geräte... jetzt sitzen sie mit viereckigen Augen davor! Sie bewegen sich kaum! Die Lehrer bombardieren die Kinder mit Aufgaben,die so gut wie kaum kontrolliert werden. Ich wandere mit meinem Stuhl nach dem Mittagessen von einem Kind zum anderen und erkläre Unterrichtsstof f von Klasse 2-11. Was machen denn die Kinder mit Migrationshinte rgrund? Wer hilft diesen Kindern? Unser Bundestag, und etliche Räume sind mit Luftfilteranlag en ausgestattet! Warum nicht die Schulen? Diese ewigen Ausreden Von wegen Kosten und Kommunen usw. sind inakzeptabel! Die heutigen Kinder sind die Säulen unserer zukünftigen Gesellschaft! Prima gemacht! Unsere Politiker können stolz sein, ihre Unfähigkeit trägt zu Problemen bei, die sich nicht durch aussitzen lösen werden. Ich bin Mutter und keine Lehrerin. Das totale Versagen unserer Politik! Für mich ist es absolute Arroganz die von den Eltern gespendeten Luftfilter Anlagen abzulehnen! Eine Schande!",1
1147,"So ein Homeschooling Tag kann sehr einsam sein. Die Eltern sind nicht anwesend, da berufstätig. Sei es extern oder im Home-Office. Kaum eine Schule gibt Anregungen zur Bewegung. Der Sportunterricht entfällt einfach. Kein Vereinssport. Wenn das Kind dann zunehmend zu schnell verwertbarem Süßkram greift, nimmt es zu. Weniger Kalorienverbrauch, mehr Sitzen, wenig Ablenkung ist gleich mehr Gewicht. Somit hat die momentane Situation sehr wohl direkte Auswirkungen.",0
1148,"Der Föderalismus ist an vielen Stellen gut. Nur ist er nicht geeignet in einer Krise das Krisenmanagemen t zu leisten. Dafür muss eine zentrale Stelle gebildet werden, die in einem solchen Fall übernimmt. Das gilt auch z.B. für große Bauprojekte. Hierfür muss im Bundesbauminist erium eine Projektsteuerun gsabteilung eingerichtet werden, die alle Großprojekte in D steuert. Dort muss die Kompetenz vorhanden sein und nicht in jedem Bundesland ein paar Amateure.",0
1149,Simone Müller Bitteschön!,0
1150,Hier schaut das Finanzamt weg😡😡😡 aber Rentner werden hierzulande abgezockt!,1
1151,die regierung druckt wie wild geld und bekommt reales geld von den menschen in kürze massenweise zurück .....also KEINE VERLUSTE für den fiskus ....,1
1152,"Da vermehrt die Frage kam, worum es bei dem Gesetz in Ungarn geht: Das ungarische Parlament hat ein Gesetz verabschiedet, das Aufklärung über Trans- und Homosexualität an Schulen verbietet.Das Gesetz sieht auch ein Verbot von Büchern, Filmen und anderen Inhalten vor, die sich an Kinder und Jugendliche wenden und in denen Sexualität dargestellt wird, die von der Heterosexuellen abweicht. Die Regierung von Ministerpräside nt Viktor Orbán möchte also Trans- und Homosexualität für unter 18-Jährige faktisch unsichtbar machen. Weitere Informationen finden Sie in diesem Artikel: https:// kurz.zdf.de/IHj/",0
1153,"Erstaunlicher Weise ist kein einziges ""Schlauchboot"" in See gestochen, als sämtliche ""Seenotrettungsschiffe"" in den Mittelmeer-Häfen festgesetzt wurden von den dortigen Behörden. Da besteht wohl ein kausaler Zusammenhang.",0
1154,Ja er sieht es richtig! Den corona Virus werden wir behalten. Egal was das rki oder mister super schlau Lauterbach sagt. Jeder hat die Wahl entweder er lässt sich impfen oder er bekommt es irgendwann dann gute Nacht fue die die sich nicht impfen lassen,1
1155,"Ich finde das toll! Kann man eigentlich seinen Strom, direkt aus Frankreich beziehen?",0
1156,"Warum kann man nicht , einmal gute auslaendische Journalisten einladen ,von guten Tageszeitungen. Wir sehen fast immer die selben langweiligen Leute . Kein Pfeffer in den langweiligen TALK-SHOWS. Die Altparteien werden mit Samthandschuhen und Kuschelfragen behandelt.dass sie mal wieder im Flieger neben Frau Frau Merkel sitzen duerfen.",1
1157,Beim kleinen Mann nennt man das BETRUG !! ,1
1158,"Die Autobahn D2, die von Brünn (Brno) nach Breclav führt, war nicht befahrbar, weil eine Hochspannungsleitung auf die Fahrbahn gestürzt war. Rund 32 000 Haushalte waren ohne Elektrizität. Die Regierung in Prag versetzte Kräfte der Armee für einen möglichen Hilfseinsatz in Bereitschaft. Österreich schickte 20 Krankenwagen und zwei Rettungshubschrauber, auch die benachbarte Slowakei entsandte Hilfe. Der tschechische Regierungschef Andrej Babis ließ mitteilen, dass er wegen des Wetters in Europa nicht mit dem Flugzeug aus Brüssel zurückkehren könne, wo er an einem EU-Gipfel teilnimmt.",0
1159,"Eloquent verbreiteter QUARK. Mangelhaft kontrollierter Wettbewerb und die Raffgier einiger Großunternehmen sind die wesentlichen Lohnkiller. Und natürlich auch, dass man ""zum Wohle der Konsumenten"" eben jene an solchen Knechtschaftsmodellen beteiligt über Dumpingpreise!",1
1160,"Jetzt mal ehrlich, ich mag eure Sendung wirklich aber Corona ist im Sommerloch u euch fällt nix besseres als die Flüchtigs ein ??????? Zur Erinnerung..... im September ist Bundestagswahl !!!!!!! Guckt u durchleuchtet von mir aus jeden einzelnen Kanditaten der auf irgendeiner Liste steht u erleichtert uns damit mal die Wahl. Aber laßt uns mit denen in Ruhe",1
1161,"Update: Bei dem Täter handelt es sich laut Polizei um einen 24-Jährigen Somalier, der in Würzburg wohnt. Er wurde bei der Festnahme durch eine Polizeikugel getroffen, befindet sich aber außer Lebensgefahr. Mehr aktuelle Informationen zu der Messerattacke in Würzburg finden Sie hier: https:// www.zdf.de/ nachrichten/ panorama/ verletzte-wuerzb urg-polizeieins atz-100.html",0
1162,"warum bekommt immer wieder die steuervermeider -parei (a)fdp sendezeit im ÖRR ? sogar wenn CL, WK oder Buschi mal keine zeit haben. was zahlen die für so viel zuwendung und aufmerksamkeit ? haben die zu viel parteispenden bekommen ( immerhin auf platz 2 in der liga ) ? profi-politik kann ja wohl kaum der grund für die dauerwerbesendu ngen sein.",1
1163,Des ganze mimi is hausgmocht ois de freigabe ende da 90er da war für Großinvestoren und de soin endlich eanane Verpflichtungen nochkemma. Und der der so dumm war in sechane projekte zum investieren sou seim geid nochwiken,1
1164,Es ist eher eine Schande was seit Monaten hier im Land passiert mit den Kindern in den Schulen bei 35 grad mit Masken uns was mit den alten und kranken Menschen passiert. Das ist eine Schande! Diese Empörung hàtte ich gerne mal aus Brüssel gehört. Aber unsere Kinder haben keine Lobby.,1
1165,"Mit Fleischhauer endlich ein Gast, mit dem der wohlstandsverwö hnte, konservative (alles bleibt so, wie es ist) Facebook-Pöbel d'accord gehen müsste.",1
1166,"Der Ärzteverband vertritt die Interessen seiner Mitglieder, nicht die der Bürger. Dass das legitime Hauptinteresse der Ärzteschaft darin liegt Geld zu verdienen, dürfte klar sein. Wenn ein Berater für sich einen finanziellen Vorteil aus dem Ergebnis seiner Beratung ziehen kann, dann ist er Verkäufer aber kein freier Berater. Genau dieses Problem kennen wir auch aus anderen Bereichen.",0
1167,"Sagt jemand, der mit einem Lumpen wie Maschmeyer in einer Reihe sitzt 🤢",1
1168,🤮🤮🤮🤮,1
1169,"Mir soll bitte mal jemand erklären, warum Urlaub in Ferienwohnungen und- häusern meist noch verboten ist, mit Flug im Ausland aber möglich sind und sogar Kreuzfahrten wieder starten dürfen!",0
1170," Liebe Nutzer*innen, unsere Gäste haben in der gestrigen Sendung zum Thema #Familien in der #Coronakrise diskutiert. Was sind Ihre Meinungen zum Thema? Wir freuen uns auf eine spannende Diskussion.",0
1171,"Schule, Kinder, Jugendliche??  Ist doch völlig unwichtig!! Viel wichtiger ist doch jetzt, dass die Geimpften nach 22 Uhr spazieren gehen können!!! 😒😒😒",1
1172,Die größten Probleme sind unsere Politiker hören nur einseitig auf Wissenschaftler und setzten ihren Sturkopf durch,1
1173,"Erschreckend dass es angeblich noch soviel Wähler der Grünen geben soll. Frau B. hat Gott sei Dank noch Zeit den blanken Irrsin, auch in Person, darzustellen.",1
1174,Die Ungarn können stolz auf ihre Nationalmannsch aft sein! 👍,1
1175,"Mich nervt die wohlstandsverwa hrloste Unerwachsenheit der Diskussionsleit ung - es geht nicht um ""hier noch ein Bier, dort noch ein Bier"" und quengeliges Grimassenziehen , wenn die Pandemie nicht einfach mit einem Fingerschnips verschwindet, sondern auch auf dem Weg raus aus der Pandemie noch Stolpersteine liegen. Ein positiver Ausblick heißt doch nicht, dass es auf dem Weg nicht noch Einschränkungen gibt - kaum wird eine solche erwähnt, geht das kindliche Nörgeln wieder los. Herr Plasberg, es tut mir leid, dies so unverblümt äußern zu müssen, aber Sie sind der Aufgabe, dieser Sendung gerecht werden zu können, bereits seit Jahren entwachsen - durch weltfremde Erwartungen und Äußerungen aus der Sicht der privilegierten Parallelwelt ohne rechten Bezug zur Basis.",1
1176,"Von 0,2 % auf 0,6 % positiv Getestete gestiegen, oh mein Gott wie furchtbar! (Spott out)!",1
1177,Wer hat hier wieder Vorteile? Bezahlen werden wohl wieder wir. Sollte ich mich täuschen möchte ich mich schon im Voraus entschuldigen.,0
1178,"25 Jahre, nicht einen Tag gearbeitet, von den GRÜNEN ein Stipendium kassiert , aber wissen wie man alles ändern kann 🤣🤣🤣 Aber typisch für für die Grünen, wo fast keiner in der Führungsebene einen Abschluss hat, Steuerhinterzie hung belächelt wird und Deutschland hast. Sie paßt da so richtig rein",1
1179,"um unsere eiropäischen Nachbarn zu allimentieren, die gehen ganz gechillt in Rente…..",1
1180,"Reisen innerhalb Deutschlands mit dem eigenen Auto in eine Ferienwohnung geschieht ohne Außenkontakte! Am Urlaubsort würde man so leben, wie zu Hause! Warum sollte man das verbieten?",0
1181,"Impfung ist überall sinvoll. Lehrer und Erzieher sind immer noch nicht durchgeimpft, aber Präsenzunterricht ist möglich.",0
1182,Die alles entscheidende Frage ist: Kann man nach der Impfung niemand mehr anstecken? Welcher Impfstoff garantiert das??,0
1183,"Zum Mitschreiben: ""Eine belastbare, bundesweit repräsentative Datenbasis zur Einschätzung von Langzeitverände rungen von Vorkommen und Bestandsgrößen der Insektenfauna in Deutschland gibt es nicht.""  Antwort der Bundesregierung auf die Kleine Anfrage der Fraktion BÜNDNIS 90/DIE GRÜNEN zu Insekten in Deutschland, 2017.  Alle Studien, auch die schon als unstatistik gekürte Krefelder Studie, wurden in reinen Naturschutzgebi eten gemacht. Komplett ohne landwirtschaftl iche Nutzung.  Es gibt keine einzige Studie, außer die vom DLR, die die Gründe untersucht hat!",0
1184,"Keiner von beiden ,die werden diese gute Politik von Frau Merkel weiter führen und es wird noch SCHLIMMER .",1
1185,Schulen werden ab 165 geschlossen wenn der Wert unter 165 fällt muss die Schule 5 Werktage weiter zu bleiben. Bis Freitag auch wenn Schule Mittwochs wieder möglich wäre. Schule in Deutschland ist seit Jahren im Rückwärtsgang unterwegs.,0
1186,"Und wieder so viel verblödelte Zeit.. Wenn der Virus soooo gefährlich ist warum dann so ein hin und her und wieder 2 Wochen vertan.. Es braucht auch keiner mehr sagen das kommt aus dem privaten Bereich, das glaubt doch keiner mehr",1
1187,Ich habe immer gedacht dass man die Menschen zu einer Talk Show einlädt welche für die Allgemeinheit schon etwas hervor gebracht haben. Dieses Mädchen Neubauer würde wohl besser noch die Schule besuchen. Ihr Manko an Schul Bildung kann sie so halt nicht verbergen.,1
1188,Warum denn?Mit den Grünen wird doch alles unbezahlbar und viele wollen es doch so.Scheint doch allen noch zu gut zu gehen🤦‍♂️,1
1189,"Ich bin erleichtert, das wieder einmal die vorsichtigen Mitbürger*innen eine klare Mehrheit bilden. WIR sind das Volk. Es sind nicht die Brüllaffen am rechten Rand. Merkt Euch das!",1
1190,"‚Impfplan‘ suggeriert, irgendwer hätte sich vor der ganzen Scheisse einen Kopf gemacht....",1
1191,"Woher wißt Ihr, wieviele ich esse ? Schreibt doch bitte im Schnitt und nicht als Feststellung. Ich esse kaum Nudeln und viele Andere bestimmt auch.",0
