,Unnamed: 0,comment_text,Sub1_Toxic
200,298,Typisch FDP die Gierigen privaten Wohngenossenschaften schützen!,0
2357,1910,"Hurra Schnatterinchen...mal sehen was heute kommt. Wieder so ein Brüller, wie der Strom wird in Leitungen gespeichert? Edit fragt, was soll die eigentlich da?",1
1621,2475,"Es ist wirklich unerträglich, dass uns eine offenkundige Rechtsterrorismussympathisantin mit Ihrer völkischen Paranoia belästigen kann.",0
933,1422,Für diesen Kommentar könnte Sie Frau Mihalic als Polizistin verhaften :-),0
2,4,"Dieser Mann sollte Minister sein, da er was vom Fach VERSTEHT.",0
3220,1822,Junge hat komplett unrecht. Jedwede Legitimierung seines Opfergestus ist völlig fehl am Platz.,1
2890,877,@USER Mein Vater auch.....!!!!!,1
1513,2322,@USER Ja o.k aber nicht mit so Schwachsinnigen Darstellungen. Alles weg Atomenergie Autoindustrie Landwirtschaft Lebensmittelindustrie usw wovon sollen sie Menschen Leben ? Wens nach den Grünen geht wieder zurück in die Steinzeit. Rom wurde auch nicht an einen Tag erbaut,0
1594,2429,"@MEDIUM, bisschen härtere Diskussion haltet ihr nicht aus. Dann macht den Laden dicht.",0
1209,1843,@USER Habe ich mir auch gerade gedacht. Eine Unverschämtheit so eine Ansage zu machen !,0
882,1341,@USER und viele wissen nicht dass bei dem Spender der Blutdruck steigt und manche stark schwitzen was bei einer normalen OP auf starke Schmerzen hinweist.....und warum werden sie angeschnallt!? ...... sie sind doch tot......,0
2544,2447,"Guter Rat, sollte man den panikbeherrschten Fridaysforfuture-Apologeten mal auf den Weg mitgeben und jenen die alles was rechts von Claudia Roth ist und sei es die Katze der Nachbarin sofort als rechtsradikale oder rechtsextremistische Bedrohung wahrnehmen. 😉",1
2907,953,Der altmeier auch von der CDU,1
2232,1542,"HASS verbreiten MANCHE Zuwanderer..wie am Wochenende in zahlreichen Schwimmbädern. Und der wird durch die hypertoleranten Helferlein , die gerne Redeverbote und Tabus verhängen, noch gefördert.",1
2442,2134,@USER oh oh,1
1441,2205,@MEDIUM Diese Sendung ist Volksverdummung auf höchstem Niveau !,0
1997,891,@USER China ist ja auch in Sachen CO2 Ausstoß ganz weit vorrausichtlich ihr Öko sp.....,1
582,878,"Die Dame von den LINKEN hat vollkommen Recht.Und das kommt extrem selten vor,dass ich denen mal zustimme.",0
949,1446,@USER Ich denke oft noch an den Fürsten aus Regensburg zurück...der bekam in null komma nix seine Transplantationen.Ein Schelm wer schlechtes dabei denkt,0
959,1462,"Heimat ist für jeden etwas anderes. Für mich bedeutet es z.Bsp. die typische deutsche Küche, dass der Osterhase immer zu Ostersonntag die Kinder erfreut usw....",0
2211,1484,Deutschland ist scheisse LAN,1
1550,2372,"Deutschland ist müde! Siehe unsere Geschichte! Leisten, Leisten!",0
1545,2366,https://www.welt.de/vermischtes/article4681605/Festnahmen-bei-Schlag-gegen-Organ-Mafia.html?fbclid=IwAR1OOmS4k_xyRPH80IyuhFXacux3Qz5dAnIpKrbK6rTjKXRkPZ08CcPhfg8,0
875,1328,"@USER, was Sie hier mit Ihrem unsäglichen Vergleich der Judenverfolgung und -vernichtung durch das NS-Regime hier entäußern, nennt man in der Antisemitismusforschung sekundären Antisemitismus.",0
1150,1750,@USER Damit Sie sich gut fühlen dürfen...,0
369,571,"Ja, und was haben die Westdeutschen gelacht, als unsere Schüler und Jugendlichen Altpapier und andere Rohstoffe gesammelt haben...",0
1071,1633,"@MEDIUM Ihr machen doch Fernsehen und nicht Radio oder? (wenngleich ich manche Sendung wirklich nur per Kopfhörer verfolgt habe, aber dass spielt jetzt keine Rolle) Fakt ist, dass ist eine professionelle Politikerin die sicherlich, wie jeder andere Politiker (insbesondere die überregionalen) auf ihre Wirkung achtet (unterstell ich mal) und von daher diesen mitleidsvollen Blick vermutlich absichtlich macht. Und nichts anderes stelle ich zur Frage. Politiker bestehen eben NICHT nur aus Inhalten sondern eben aus der Person, Sympathien, dessen Lebenswandel, Hintergrund usw. Dessen seid ihr euch aber auch bewusst.",0
2527,2404,In die Statistiken gehen auch Hakenkreuzschmiererei der Antifa als Rechtsextremismus ein. Vom alltäglichen Glaubensterror will auch keiner reden!!,1
2806,600,Die Grünen helfen ihren Flüchtlingen dann im Mittelmeer mit Ihrem Fahrad 😂😂😂😂😂,1
2225,1523,"Berlin ist offen für Alle, ausgenommen die lieben Süddeutschen, die haben hier verschissen 😂",1
1780,235,"Wenn man sich keine Wohnung in der Stadt leisten kann, dann eben außerhalb. Wenn ich in keiner heruntergekommenen Wohnung leben will dann muss man halt investieren. Und eine Diplom-Sozialökonomin sollte sich lieber nicht zu solchen Themen äußern, da sie hiervon keine Ahnung hat. Leider gibt es die DDR nicht mehr, so dass man schon nach Nordkorea oder Venezuela schauen muss um die Folgen dieser Denkweise zu sehen",1
740,1113,macht es das besser?,0
1346,2071,"Die werden schon lange nicht mehr gesungen. Weil per se böse und rechts. Wer ein romantisches Gedicht auswendig kennt, m u s s ein Nazi sein",0
2221,1517,Mein Gott sind das armselige Gestalten.,1
1613,2462,"@MEDIUM O.k Gut so, aber Schröder passt nicht. Nur meine Meinung.",0
2277,1684,"Herr Junge weiß nicht einmal, was Volksverhetzung überhaupt bedeutet. Zudem gehört es im Namen der Toleranz dazu, Intoleranz wie die der AfD nicht zu tolerieren. Das wusste auch schon Karl Popper mit dem von ihm beschriebenen Toleranzparadoxon.",1
2159,1351,"Was du auf die Kette bekommen hast , sieht man auf deinem Profil. Alles gesagt.",1
2212,1485,Ihr beanfortetd die Frage nie. Nur das was euch paßt. Was soll ich mejnem Sohn ertzehlen. EIN schwuler Minister der Ratschläge gibt. Musst doch selber in die behandlung oder. Zweitens was oder vieviel verdient er eigentlich im Monat? Der arbeitet aber? Schon vergessen? Einichkeit und recht und Freiheit!!!! Wer jemand zu Hause seinen Angehörigen pflegt 24 Stunden kriegt 800€. Im Altersheim kassieren die 3000€und mehr? Wieso ist das so. MACHEN DIE Da achtfache arbeit?Oder? Die Grenze Politik mit ihrem Zwangsender ist nicht erilich zu uns?1000 von Beispielen. Und der beste ist euer Redakteur der immer knopfsien drückt. Der sollte nur eine Nacht im Krankenhaus bei der Pflege arbeiten. 8 Stunden oder mehr. Ihr lebt doch ale wie die Maden im Speck. Vom meinem Geld denn ich monatlich bezahlen muss!!!!!!!,1
396,609,"""Niemand verlässt gern sein Zuhause! Es ist völlig idiotisch, alle möglichen Leute hierherkommen "" Warum verlassen sie denn ihre Heimat? AfD."" Weil sie mit Hartz 4 mehr Geld bekommen, als in ihrer Heimat. Aber niemand von der AfD fragt sich :"" WARUM?"" Natürlich nicht. Es ist einfach mit rechtsradikaler Gesinnung auf Flüchtlinge und Migranten drauf zu hauen, als sich mal hin zusetzen und die Fluchtursachen zu analysieren.",0
1946,723,@USER Und warum denken Sie das? Das ganze negative Gemotze der Männer hier muss ja einen Grund haben!,1
1183,1799,"@USER aber ja, oder wofür bekommen die jeden monat geld von mir??",0
1319,2028,"@USER Nur das Ostdeutsche zum größten Teil schon immer Deutsche waren. Und an sich auch kein Problem mit Einwanderung haben, da viele Familien durch die Unbilden des Krieges ihre tatsächliche Heimat durch Vertreibung verloren haben. Hinter Vertreibung steckt Zwang!",0
2611,42,@USER bei diesem Kommentar muss dich keiner mehr für Dumm verkaufen. Das schaffst du auch ganz alleine!,1
1318,2027,Wohnen ist ein GRUNDRECHT und da MUSS man reagieren und sollte NICHTS mit freier Marktwirtschaft zutun haben.,0
278,419,Für alle die sich integrieren,0
3181,1712,"Sie lernen es nie, links scheint denken schwierig zu sein.",1
255,388,ohhhhhhhhhhhhhhhhhh,0
2999,1208,"Eine junge Grüne, die mit Hilfe dieses Themas ihre berufliche Zukunft in der Politik aufbaut... Gewusst wie...",1
2331,1838,Viel Sympathie und Geld vor LEBEN!!!!,1
2815,630,"@MEDIUM wieso überdenken die ÖR ihren Blickwinkel nicht auch mal ? 2 Links zum aufwachen 🤦‍♀️ https://www.faz.net/aktuell/gesellschaft/menschen/pariser-unternehmen-bietet-reisen-nach-syrien-an-16054654.html?utm_content=buffer8c8f1&utm_medium=social&utm_source=facebook.com&utm_campaign=GEPC%253Ds6 36.000 Nigeraner , nur 79 bekamen Asyl, aber alle sind hier 🤬 https://amp.welt.de/politik/deutschland/article189127145/Asylsystem-Wie-es-bei-der-illegalen-Zuwanderung-aus-Nigeria-versagt.html?wtrid=upday",1
1829,378,Gelbe Tonne 😂,1
2605,30,@USER Cognac raus aus deutschen Kaffeetassen. Und grüßen Sie Ihre 5 Kinder!,1
1915,617,Kein Interessenkonflikt? Ist Habeck deshalb so siegessicher weil er sich jetzt danach mit Vize-Kanzler nicht begnügen muss...sozusagen eine Hand wäscht die Andere? Dann dürfen Sie (Grüne) aber auch nie wieder gegen die AfD wettern! Sie verhindern ja selber dass die Wahrheit ans Licht kommt.,1
234,353,"Hab auch was nettes: ""Du brauchst aber nicht meinen, du kannst einfach aufhören zu arbeiten wenn wir Kinder bekommen!"" 😂 Ich muss nicht noch erwähnen, dass ich mit diesem ""Mann"" nie Kinder bekam... Und damals war ich schon selbstständig und hätte niemals meine Arbeit komplett aufgegeben. Aber der Herr war nicht mal in der Lage mit ""unserem"" Hund Gassi zu gehen als ich einen kaputten Meniskus hatte. Da war es dann plötzlich mein Hund 🤷‍♀️",0
1908,595,Pöbeln gegen Politikwissenschaftler - so primitiv läuft das bei AfD-Anhängern.,1
168,260,"Mag sein, geht aber nur bei ausreichenden Einkommen, wenn man nicht das Risiko eingehen möchte, den eigenen Hauskredit nach der 10 Jahre Zinsbindung nicht mehr bedienen zu können ;) Zudem fordert gerade die FDP die maximal Flexibilität des Arbeitnehmers, was einem Immobilienbesitz zur Eigennutzung widerstrebt",0
1953,740,Wo Arbeiten die Politiker Hart ! Im Bundestag kommen un gehen die wann sie wollen manche schlafen bei Debatten naja bei so harten Büffets und Fresseinlagen kann man auch verstehen . Die müssten alle nach 4 Jahren wieder in Ihre alten Jobs zurück. Ohne Pensionsansprüche,1
289,435,Hm. Gilt das für jeden Fleck auf der Welt?,0
2607,35,@MEDIUM .Am besten ist ja das hämische lachen von den Grünen.,1
552,836,Muss man bei Islamisten erst warten bis sie was anstellen .,0
152,233,"Richtig!Und da das vermutlich viele machen werden, haben sich die Befürworter des Gesetzes selbst ins Knie geschossen. So kommt es, wenn man unbedingt was durchsetzen will und die Menschen als unmündig betrachtet.",0
1253,1913,Dieses Klamotten sieht man auf meinem FBTitelbild beim Winterausflug im Klimawandel vor 30 Jahren :),0
394,607,"Eigentum ist am besten ein Haus ist zwar Arbeit macht aber zu frieden und man kann sich zurückziehen, die Generationen die folgen darf man nicht vergessen.",0
277,418,Bekommen Frauen in der Politik auch weniger Diäten ? Oder bekommen Ost-Politiker weniger Diäten oder Pensionen ?,0
1020,1556,@USER ich auch,0
2260,1631,"@USER Menschen die hier 30 Jahre faul waren, sind nicht die einzigen Nutznießer unserer Renten, bzw. unserer Sozialkassen. Wurde dieser Tage noch drüber berichtet, wieviele Milliarden der Rentengelder zweckentfremdet wurden und werden. Aber das ist nicht das heutige Thema, es ist Ihr berechtigtes Wunschthema, was für mein Empfinden allerdings auch ein Wunsch bleiben wird, da sich von der aktuellen Politik her nichts ändern wird. Was meinen Sie wohl, warum die jetzt eine CO2 Steuer anstreben? 3x dürfen Sie raten.",1
1756,168,Folge 1001 des kartellorientierten Themensettings auf einem öffentlich-zwangsfinanzierten Tendenzsenders.,1
119,185,Das unterschreibe ich sofort (kann leider gerade wegen eines Bugs von Facebook nicht liken).,0
1937,684,"@USER ich möchte hier lieber nicht schreiben, was ich von AfD Sympathisanten halte. Einzig Ihr Kommentar ist erbärmlich.",1
961,1467,Volle Zustimmung !,0
92,138,Zum Thema Fluchtursachen bekämpfen. Ich nehme die AfD in der hinsicht solange nicht ernst bis sie gegen die Fluchtursachen demonstrieren.,0
1373,2108,"@USER gab schon etliche schlimme Anschläge auf afd-Politiker, redet man aber kaum drüber und zum Glück keine Toten!! Noch weniger redet man über Opfer von Glaubensgewaltigen!!",0
812,1227,Der Hirschhausen als Wissenschaflter im Bild dachte der Moderator und ehemaliger Arzt.,0
988,1508,"Richtig wer es nicht möchte, kann widersprechen.",0
2218,1502,PS: Subsidaritätsprinzip scheint für den Fake auch ein Fremdwort zu sein #Deutschland_Deine_Bildung... //Team Boris Palmer Watch,1
963,1470,"Tolle Nachrichten ! Pflegeversicherung wird erhöht, CO2 Steuer kommt, prinzipiell wird wieder alles teuerer !",0
1637,2497,@USERr Der Kevin 😂🤣,0
1013,1548,@USER was machen SIE gerade in Ihrem Text - oh man 🙈🙈🙈🙈,0
3298,2013,@USER Wenn es jeder könnte würde es jeder machen und wird sich das Geld selber verdienen aber es kann nicht jeder da hängt bisschen mehr dran als einen Drucker zu haben junge🤦🏼‍♀️,1
998,1526,"@USER stimmt, Ihr Vater wurde hergebeten. Dass Menschen denken, andere als „Gastarbeiter“ hin- und herschieben zu können, ist eine Grausamkeit. Also: gut, dass sie nicht, wie geplant, wieder gehen mussten. Man kann Menschen nicht einmal irgendwo hinlassen oder -schicken oder verpflanzen und es dann alles wieder rückgängig machen wollen. Ihre Heimat ist n a t ü r l i c h hier. Und wenn Ihr Vater sich auch heimisch fühlt und heimisch fühlen konnte: prima! Niemand kann jemand anderem seine Heimat absprechen. Und niemand sollte die Menschen um ihn herum als „Köterrasse“ bezeichnen.",0
1375,2110,"@USER Keiner Zwingt Sie zur Spende. Die einzige Rechtsbeugung hier wäre dann nur, dass Sie selber aktiv entscheiden müssen. Peinlich, dass gerade das scheinbar so vielen schwer fällt.",0
1843,428,Die Frau ist halt nicht klug.,1
2325,1826,@USER immer noch mit ihrer rechten Propaganda unterwegs. Widerlich mit so einem Subjekt diesen Erdball teilen zu müssen.,1
1289,1976,"Oha. Jetzt sollen wir also gezwungen werden, über bestimmte Dinge nachzudenken. Ich dachte immer, dass die Gedanken frei sind",0
2793,565,"Ah.. Er.... Der Werte- und Realitätsverweigerer.. Na gut, er ist entschuldigt. Der kann nix dafür... Der ist so weit abgehoben, dass er gar nichts mehr hört und sieht.... von uns.. Ganz unten....",1
1894,543,Es wird höchste Zeit die Industrie in die Pflicht zu nehmen den Geld und Gier vor Gesundheit und Leben ist ein AUSLAUFMODELL!! Allein gibt es am TAG 100000 Flüge was diese von sich geben ist keine reine Luft!!Warum ist immer der kleine Mann am A......??????,1
43,70,einfach Doll alles Doll..,0
799,1199,"@MEDIUM - Dann sollte er sich aber ganz, ganz ruhig verhalten.",0
3203,1774,"Antifaschismus bildet die Grundlage unserer Demokratie, und als Politikwissenschaftler kann ich das ganz gut einschätzen mit Blick auf unsere Verfassung. Scheinbar sind Sie aber nicht in der Lage, Ihre Behauptungen argumentativ zu untermauern.",1
775,1163,@USER womit genau?,0
1389,2132,"@USER Was der Tauber, CDU neulich von sich gab, ist aber auch nicht gerade harmlos..",0
679,1016,"aber wenn wir sie erst mal am Hals haben, bleiben sie einige Jahre - nicht vergessen, die werden wir dann nicht los",0
2334,1846,Kommentare zu diesen #TATSACHEN und #FAKTEN werden NICHT gelesen ! ⛔ werden IGNORIERT ! ⚠ an die #LINKS - #FASCHISTEN : SPART euch eure #HASS - #HETZ - Kommentare ! ⚠,1
1228,1876,"Falsches Beispiel,viele können sich kein Haus in Castrop-Rauxel leisten.",0
2775,515,@USER ich lach mich kaputt. Hast recht aber der letzte Satz ist wohl ein Witz,1
2630,110,Es bleibt beim Bla bla bla,1
237,357,"@USER Dann schließen Sie sich an, zumindest monatelang. Der Anstand gebietet es, der Ausschaltung des Pluralismus etwas entgegen zu setzen",0
1096,1667,"dürfen hier nur ""kollegen"" ihre meinung und ihr wissen mitteilen?",0
2454,2176,es sollte auch teuer kommen nur politische heiße Luft zu verbreiten..😂,1
2621,68,""" je nach Rechnung 30-55 Milliarden € pro 1 Millionen Flüchtlinge drauf und wir haben mittlerweile knapp 2 Millionen im Land!"" Hab ich eigentlich schon mal gefragt wie verblödet dieses Volk schon geworden ist? Die Nettokosten sind weit aus geringer. Wie du weißt verschwindet das Geld nicht, sondern fließt wieder in unsere Wirtschaft.Wenn du das Geld wieder haben möchtest, dann muss die Wirtschaft entsprechend besteuert werden. Siehe z.B. die Entwicklung der Körperschaftssteuer in den letzen 3 Jahrzehnten. Zu dem, wie du weißt, steigt durch die Flüchtlinge die Nachfrage an Produkten. Es muss mehr produziert werden, dass wiederum mehr Arbeitsplätze und steigenden Umsatz bedeutet. ""In den letzten Jahren sind die Mieten wegen der zusätzlichen Konkurrenz durch die Flüchtlinge stärker gestiegen als in den Vorjahren, "" Hab ich eigentlich schon mal gefragt wie verblödet dieses Volk geworden ist? Oh ja hab ich schon. Die Anzahl von bezahlbaren Wohnungen hat sich in den letzen 15 Jahren halbiert. Es wird massiv seit 2005 im Bereich des sozialen Wohnungsraums eingespart.",1
100,152,da muß ein Schnelle Gerichtsentscheidung immer eingreifen...,0
2372,1943,"@MEDIUM stimmt. Da kenne ich eine Menge. Man muss nur lesen was Ihr von BEIDEN Seiten an Beiträgen zulasst und nicht löscht. Ergötzt ihr euch von "" @MEDIUM "" daran ?",1
164,254,@USER sehe ich so,0
227,340,@MEDIUM ???????????,0
2761,482,"@USER 22 Jahre alt und mehr auf dem Kasten als ALTE. Sie gestatten, dass ich mal laut und herzhaft lache. HA!",1
2686,258,"Was ein Bullshit..warum arbeiten Frauen in Teilzeit ? Weil Frauen Mütter sind. Das ist nun mal genetisch und biologisch so. Und ich habe noch nie gehört, dass Töchter weniger TG als Jungs bekommen und bei mir in der firma verdienen Frauen genauso viel Gehalt wie die Männer.",1
1423,2179,Herr Filzmaier ist klasse!,0
631,941,Deutschland und Brüssel braucht einen Salvini und Orban in Deutschland und Brüssel,0
1616,2466,Die Polizisten müssen das ausbaden was von der Regierung verzapft worden ist 2015. Es stehen fast jeden Tag Artikel in der Zeitung was alles geschieht mit Messern usw. und auch andere Dinge. Sie sind doch selbst oftmals überfordert und da wundert man sich wenn vielleicht ein Polizist sich anderen Parteien zuwendet.,0
1498,2295,"Google hilft manchmal auf profane Art und Weise: ""Zigeunerkinder"": 24500 Ergebnisse ""Judenkinder"": 14900 ""Negerkinder"": 16300 ""Türkenkinder"": 6700 ""Polenkinder"": 736 ""Italienerkinder"": 488 ""Japanerkinder"": 0 ""Brasilianerkinder"": 0 Immerhin stehen Türken noch ein bisschen besser da als die beiden auf den Spitzenplätzen. Juchu.",0
1922,640,Ruhig brauner. Lass den Spahn mal reden das ist einer der Seltenen Momente wo er mal was Richtiges und Vernünftiges sagt.,1
1091,1659,"@USER Mein Thema ist ""Wie kommt es zur Eskalationsspirale"".",0
1921,633,Klimaaktivistin? Ich lache mich kaputt. Was hat Sie denn fürs Klima getan?,1
2162,1357,"@USER ja aber deine Kameraden sind sehr nett gel , sieht man an den Kommentaren, so kennt man euch hartz4 daitschen",1
2133,1278,"@MEDIUM Das Thema ist in Ordnung, finde ich auch. Was mir nicht so gefällt wie sich ein Herr @MODERATOR in der Sendung gibt,er versucht sich immer korrekt zu verhalten ,gelingt ihm aber leider nicht immer. Für mich eine Marionette seines Arbeitgebers. Meinungsfreiheit wäre mir lieber. Naja ich muss ja nicht kucken . Auch sehr schade das es von unser Geld,GEZ ,finanziert wird.",1
322,494,@USER Deutsch lernen wäre mal ein Anfang für alle Integrationsunwilligen. #hogesa,0
2079,1143,"Uwe A. Dresden Yo, schönen Dank, hatte auch ein Proseminar zur Staatskunde, aber ihr kleiner Copy Paste Beitrag ist hübsch. An meiner Meinung ändert das aber nichts. Auch die nicht gesetzgebenden Akteure einer Gesellschaft sind verantwortlich für das Funktioniern einer Gesellschaft. Und Gier zerstört nunmal eine partizipartorische Gesellschaftsform, weil Teilhabe dann nur über die Menge an Geld definiert wird.",1
387,597,"Weil es aktuell ist, Jahrestag: Marwa El-Sherbini, Opfer rechtsextremen Terrors: ""(...) Während der Verhandlung vor dem Landgericht wegen dieses Auftritts zog er ein Messer aus seinem Rucksack und stach damit 16-mal auf die 31-jährige Frau ein, vor den Augen ihres Mannes und des gemeinsamen Kindes. El-Sherbini war im dritten Monat schwanger, sie starb noch im Gerichtssaal. Ihrem Ehemann Elwy Okaz, der ihr als einziger im Saal zur Hilfe kam, wurde vom Täter Alex W. ebenfalls 16 Messerstiche beigebracht.(...)"" https://www.tagesspiegel.de/politik/jahrestag-einer-islamophoben-tat-in-dresden-marwa-el-sherbini-wurde-ermordet-weil-sie-ein-kopftuch-trug/24510176.html",0
106,158,@USER Erläutere mich,0
1326,2038,Da werden die Berufsdemonstranten gut versorgt.,0
839,1269,"@USER Aber bitte erste Klasse, denn die wollen die Marionetten der superreichen sog. Philantropen nicht verbieten.",0
2604,26,"@MEDIUM Liebe Redaktion, ""Liebe Ronny Paemann"", was schreibt Ihr denn da? Da ist doch wohl kein Alkohol im Spiel 😅",1
2953,1066,Es gibt auch ganz einfache Entscheidungen: Wollt ihr von Kevin und seiner SPD regiert werden? JA? oder NEIN? 💙💪💙💪💙💪💙,1
337,523,"Klimakatastrophe...2030, das sind politische vorgaben wie das 2 Grad-Ziel.",0
3125,1535,"@USER auf fb ist ""du"" üblich, selbst fb duts.. aber trotzdem, ENTSCHULDIGUNG. 😉",1
1983,837,"@USER , selber asoziales Geschwätz. Deine Ignoranz schafft den Planeten!",1
3093,1451,Viel ist mal wieder nicht dabei rumgekommen bla bla bla und ne volle Brieftasche für Herrn @MODERATOR.......,1
1882,519,"Ein Vulkanausbruch ergibt mehr schädlichen Dreck als alle Fahrzeuge zusammen seit Anbeginn, aber ihr lutscht halt gerne.",1
948,1444,BILD geht gar nicht.,0
545,829,"man hat aber einen ""Zeitraum"" um Organe zu sorry finde es nicht besser zu sagen, vermitteln auf die Empfänger die vielleicht in verschiedenen Bundesländer oder sogar EU-Länder sind.",0
1836,408,@USER @USER ist schon mehr geflogen als du !!!,1
157,243,@USER wer nie arbeitet und nichts einzahlt bekommen nie Rente sondern bleibt auch im Rentenalter Sozialhilfeempfänger. Wer etwas anderes behauptet kennt die Rechtslage nicht,0
2592,2585,@USER tschüss......,1
1031,1573,@USER wo steht denn was ich gewählt habe.Mir geht es um eigene Meinung,0
2881,847,@USER weil man nicht über Islmaistengewalt öffentlich reden will wächst die Afd!!,1
3386,2272,"Der grausame Mord an einem Politiker ist furchtbar und tragisch, jedoch diesen Mord zu Wahlkampfzwecken zu benutzen ist undemokratisch und unmoralisch. Gleich nach der Mitteilung in der Presse wurde der Täter gefunden und das war die AfD, obwohl die Ermittlungen noch nicht abgeschlossen waren. So kann man das Land spalten mit derartigen Anschuldigungen und das von einer Parteivorsitzenden der CDU - Politiker sollten einen und nicht spalten aber sie tun das Gegenteil. Will man jetzt sagen, dass alle die ihre Stimme der AfD gegeben haben Mittäter sind? Wie groß muss die Angst von Union und SPD sein - im Osten die Landtagswahlen zu verlieren - wenn sie zu solchen drastischen Aussagen greifen wie schon so oft und ohne jede Beweislast?",1
1245,1900,Die jüngere Generation bekommt so viel Kindergeld wie keine Generation. Dürfen auch was zurück geben,0
3035,1291,Weil wir Gott und die Welt einladen.,1
2645,146,"@MEDIUM, dann wäre es wirklich witzig geworden Frau Schulze von den Grünen dazu zu setzen, und nicht die Frau KGE. Schulze ist nämlich lustig, vor allem wenn es um kritische Fragen geht oder wo Stellung bezogen werden soll. So hätten die Zuschauer wenigstens was zum Lachen und die Wähler mal einen Einblick in die Grünen 😉",1
2577,2555,"wie viele ""wichtige"" Personen trafen sich zu den riesigen Klimakonferenzen in Ländern wo Klimaanlagen liefen damit ja keiner einen Knopf von seinem weißem Hemd öffnen mußte, alles Heuchler, wie viele Flugmeilen wurden heruntergespult von den ach so grünen NGOs, in der heutigen Zeit, sind solche Treffen ein Treppenwitz ebenso Demos wo man sich am Freitag nicht mal einigen kann mit dem Bus zu fahren sondern da muß der böse Opa mit dem bösen SUV die Kinder hinfahren,....",1
2075,1132,"Da braucht der"" kleine"" Mann sich ja kaum umstellen. Von den paar Euro die er heute über hat nach der Miete ++ , ist kein Auto drin , von Urlaubsflügen ganz zu schweigen. Sparbirnen sind schon in den Lampen und doch spart man nichts , weil der Strom immer teurer wird. Fazit : Die es sich leisten können , werden einen Dreck tun , es wird weiter geflogen um sich ein paar Schuhe in Mailand zu kaufen . Es wird auf Kreuzfahrtschiffen durch die Weltmeere gejuckelt, natürlich mit hin und rück Flug . Die Grundstücke und Villen werden weiterhin beleuchtet ,egal was es kostet ( Gestern noch so erzählt bekommen ) Der V10 wird nicht abgeschafft ,die Jacht muss auch betankt werden .",1
2010,943,Ihr arbeitet doch mit dem Staat zusammen!!!!!!!,1
188,284,@USER also das ist reichlich geschwurbelt.🙄,0
1411,2164,Wieso darf man als Deutscher keine Heimatgefühle haben? Das wird nur hier verteufelt.Jede andere Nationalität darf das.,0
1070,1632,@USER Natürlich ist das in Ordnung. Die Summen die in die ein oder andere Tasche fließen vll nicht aber das Projekt Europa und die damit verbundenen Pflichten sind absolut in Ordnung. Nationalismus ist 19.-20. Jahrhundert. Die EU als Gemeinschaft ist jedem Problem besser gewachsen als die Staaten allein.,0
2303,1766,Mohammed war auch der einzige der weiß wovon er redet. ist jetzt jeder moslem ein IS Terrorist. Das was du sagst ( weitergedacht ) kann dir zum Verhängnis werden,1
2709,345,Wie man an der Regierung sieht !!! Frauen ohne Kompetenz wollen einen Flugzeugträger an Macron verschenken... oder brauchen Berater für die Berater ich kann nur den Kopfschütteln 🤦‍♂️ nein wir brauchen nicht mehr Frauen... wir brauchen Fachleute die ihr Handwerk verstehen...,1
1666,2542,@MEDIUM so kann man seine Zuschauer auch vergraulen.,0
863,1310,@MEDIUM A ha die rechte Gewalt ist also keine Sendung wert ? Genau aus diesem Grund fühlen sich Muslime als Menschen zweiter klasse über die ebendso schrecklichen Anschläge in Frankreich wie beu Charli Hebdo gab es zich Sondersendungen https://www.youtube.com/watch?v=Gx97aqRNAxQ.,0
1521,2333,"Manche sind vielleicht unverbesserlich oder unsensibel. Unsensible oder Unaufmerksame äußern sich mal dämlich. Aber wenn Sie sie fragen würden: ich habe einen deutschen Pass, ich mag es hier, ich würde gerne bleiben, sagt jeder (abgesehen von wenigen Unverbesserlichen): klar, sorry, war doof von mir. Echt, Ihnen gefällt es hier, sind wir nicht zu unfreundlich und humorlos hier? Freut mich, wenn Sie es hier mögen“",0
1147,1745,Bot kaputski.,0
2412,2040,"Seit mehr als einem Jahrzehnt zeichnet sich die Situation ab. Es dürfen sich die Parteien darstellen die statt weitsichtiger Politik von Quartal zu Quartal, Jahr für Jahr sich Zahlen über Altersentwicklung und Ausbildungszahlen geben haben lassen. AUSSITZEN bis es nicht mehr geht und dann, nach 20 Jahren sich hinstellen, wir tun ja jetzt was. Für REGIERUNGSfernsehen sollte nicht GEZahlt werden müssen.",1
