,comment_id,comment_text,Sub1_Toxic,Sub2_Engaging,Sub3_FactClaiming
1448,1632,"@USER ..achjee this excuse again. ... Certainly there will be expensive and cheap vehicles. Isn't it different today. At present there is a boom of SUV vehicles that also cost their money. Today you can see the most expensive vehicles even on the Aldi parking lot. And cheap e-vehicles are already available today. Must not always be a new one. Even today the used car market is booming. .Example: Take a look at Mobile.de. There will be e.g. the e-vehicle Renault Zoe, with many extras, with only 12,000km on the Tacho, only 2 years old, already from 10,000,-€. There is now often more paid for a good used gasoline small car. It doesn't have to be a Tesla, as today not everyone can afford an Audi, BMW or Mercedes...obwooohl..Many actually KINE Audi, BMW or Mercedes could afford, they still drive one.... And when the solid material battery comes on the market, the E-vehicles are also cheaper, because this battery can be produced at a cost-effective cost-effective cost.",0,1,1
1449,2913,"Cute Nipster, awwwww :-D",0,0,0
1450,1692,"It's a MUST in this way, which parents want to have their deceased baby slaughtered, so think a little more Jessi, can't be so hard...I don't have anything against organ donation, but with a healthy decency and mind, I know a father who lost his baby AND his wife, at birth, there is no thought for such a thing, the pain is too great.",0,1,0
1451,1219,A lot didn't come around again bla bla bla and a full wallet for Mr. @MODERATOR......,1,0,0
1452,2835,Merkel doesn't come out of the trembling,0,0,0
1453,803,Only now it is even harder. Which is also reflected in the rents. 2 million foreign people can not even be supplied with apartments,0,1,1
1454,2734,@USER To what is @USER co-inflicted? To the committed rapes to the murders stabbing etc.?,0,0,0
1455,1431,Solution 2: the new Silk Roads. Immigrants carry loads for the exchange of goods and not just smartphones and loaded credit cards. Or who lies where?,1,0,0
1456,1344,"@USER: Lake Dümmer in Lower Saxony is on average 1,30 m deep and still people have drowned there. Your statistics are no good.",0,1,1
1457,1533,@MEDIUM widedewiddewi,1,0,0
1458,717,I thought the SPD has been in government for many years? Who sold the apartments? And who wants to have millions of refugees in the country? And now families nachzug without the right to stay? That since the housing is scarce is probably the small 1x1 ... the broker is paid one way or another there are always ways to bypass a law.... election campaign no more.... and the ARD support is the SPD and the Greens sure ...,1,1,1
1459,290,@USER no one will miss you.,0,0,0
1460,2169,"@USER I don't want a envy to come up here, but I don't think it's fair. In Cologne-Lind, opposite a large furniture house, a small quarter was built, with children's playgrounds, very good equipment, fitted kitchen, balconies, garage, basketball court, streetball court, several barbecues, but not for Germans or migrants who have lived here for a long time.",0,0,1
1461,1194,Here again GEZ penalty payments are squandered to give civilian defaulters a stage.,1,0,0
1462,167,"Home is something different for everyone. For me it means e.g. the typical German cuisine, that the Easter bunny always pleases the children on Easter Sunday etc....",0,0,0
1463,1589,@USER in contrast to you a very polite person!,0,0,0
1464,2326,@USER a bit learned by heart by now. But he did not want or could answer any question directly.,1,0,1
1465,1235,"I see that too, and the team will fill you with the TASCHEN, of our money....",1,0,1
1466,1758,"But in the show, as usual, only the good comments are selected,",1,0,1
1467,517,Full approval!,0,1,0
1468,582,@USER yes but I want to collect the whole hardz4 for the first time before I say goodbye,1,0,1
1469,2745,"@USER 1. what does the afd have to do with it? 2. The state and the media go against everyone who has a different opinion than they do! Everyone is a ""Nazi"" 3.Have you ever talked to police officers?! 4. Some parents, the state and the press support school skipping! The compulsory schooling is pushed aside! It is suggested that laws do not have to be observed.",0,0,0
1470,2430,"Great news ! Care insurance is increased, CO2 tax comes, in principle everything becomes more expensive again !",0,0,1
1471,3048,"@MEDIUM is new to me, that the WDR fights against ""Frighday for Future""! No you ask the students to participate in the school skirmish!",0,0,0
1473,1777,@USER But then please also do not accept an organ if it should be necessary.,0,0,0
1474,2613,Green voter wakes up,0,0,0
1475,686,"this KRANKE person -- Göhring-Eckhardt--can go back to her home country, the #DDR!",1,0,0
1476,1326,@USER then it will be time that the fees will be increased... not that he needs more besides jobs at the ARD...,1,0,0
1477,2399,@USER Says this Claudia Roth ! She buys all the boutiques empty ! As many outfits as she has,1,0,0
1478,1691,"Who's forcing you to slaughter your car... please don't get insulting, but what do I expect...",0,1,0
1479,1225,"The financial time back or forth, besides, it is much nicer to spend time with your children than with a loudly behavioural person in Berlin",1,0,0
1480,1391,"Just like Deutsche Bahn, Daimler and co strikes would take seriously if they were outside working hours?",0,0,0
1481,693,"I live in Braunschweig and have rented the apartment from a private person. The rent is relatively small in size in contrast to most other apartments. The apartments of the big corporations like ""German living"" or ""Vonovia"" are already much more expensive and these companies make millard profits annually, while the private individuals improve their pension, or their income for the most part. Of course, more apartments have to be built, the students don't even find any more WG rooms, smaller families have big problems, unless a family member works at the large automobile manufacturer from Wolfsburg. I have no idea of the matter, but I don't understand why the rents can go on rising, even though the profits are increasing. Free market sounds great, but the country has to manage and as soon as something is unfair or abnormal and we suffer from it, MUST the politics act, for that is the case, and the misconception of the rents would decrease, just because one builds more apartments, is a misconception. Private landlords must not suffer from the changes.",0,1,1
1482,838,@MEDIUM Would you like to join us? I would be happy if the soil policy would be discussed with their guests tonight.,0,0,0
1483,794,"The expropriation of the housing companies leads to a system question and to that nobody invests anymore Kunast wants to expropriate already the house owners the 20 apartments have. Who should then manage the real estate, the state, that leads nevertheless in Kaos a demand to create the DDR 2.0 further.....",1,1,1
1484,580,Germany is a shitty LAN,1,0,0
1485,2486,"You'll never get the question. Only what suits you. What am I supposed to tell me about my son? A gay minister who gives advice. Does he have to take care of himself or. Second, what or a lot does he actually earn in the month? But he works? Already forgotten? Unity and right and freedom!!!! Who cares for someone at home gets his family for 24 hours 800€. In the old people's home the 3000€ and more? Why is that so. DO THE eight times work? Or? The border politics with their obsessiveness is not possible to us?1000 of examples. And the best is your editor who always pushes knobs. He should only work at the hospital for one night. 8 hours or more. You live like the maggots in the bacon. From my money I have to pay monthly!!!!!!!",1,0,0
1486,746,"We need this, we need this, we want this, we become that,... ..just whimpering around the hot porridge.",0,0,0
1487,326,"If you have German citizenship, you have no difficulty in saying: I am German, for example, with Turkish descent or... or... or... this is a commitment to the new homeland and the original origin, this also applies to other integrated new citizens, why should they hide their original homeland? What is a general problem for integration is that all sides like to move too much in their original nationality, whereby people with a similar image of faith come closer than it happens with others! In general, people who want to be integrated or who open themselves to integration, in their faith also show tolerance to the opposite person! Homeland can be everywhere, where people are accepted and tolerated and where a home is allowed!",0,1,0
1488,1249,"The Green politicians seem to be real magicians, everyone has something to say flies around the world from China India to the Arctic and at home they summon that the flight must cost more and their well-earning voters jump up, because they fly as much as no other electorate. But fight for the climate...",1,0,1
1489,1071,One has to put a stop to the greed of the political side only it has a hacking at the greed is the economy here the housing economy is greeding and as one now knows in this country politics and economy are too close there must pass something different! Or does the economy have too much power!!,0,1,1
1490,2579,Greens have enforced the war-criminal war of aggression against Serbia in 1999. It is a war-shetzeric party! The ARD conceals it.,1,0,1
1491,3139,"@USER 400 Germans with dark beards ..:-D Yes sorry, then it must have been a Hippster assembly.",1,0,0
1492,2636,And Grünchen only tells nonsense. So balances out.,1,0,0
1493,1450,"what does not fit is made suitable for AKW's extension, ..",0,0,0
1494,508,Thank you. I'd be happy to accept that compliment.,0,1,0
1495,2577,@MEDIUM ARD and ZDF have been boycotting the opposition for weeks in all talk shows and systematically in interviews on all factual issues. This is empirically verifiable and these people know that too. Greens who are permanently given the stage are not an opposition!,0,0,1
1496,354,So a German can do anything like that he'll never be an Austrian...the best chances are for the Bavarians...,0,0,0
1497,1324,"Well, the industry is happy about what this cost will be!! Or was that once again meant by Otto normal citizen??",0,0,0
1498,2251,The speeches only Můll. Ps and what once was should finally be left good.,0,0,0
1499,173,"@USER, how many are you personally familiar with?",0,0,0
1500,1463,How did he get to his photo destinations?,1,0,0
1501,704,The SPD is only externally red. At its core it is deep black. Another neoliberal capitalist exploiter party.,0,0,0
1502,2236,PS: Subsidarity principle also seems to be a foreign word for the fake #Germany_Your_Education... //Team Boris Palmer Watch,1,0,0
1503,923,"A friend of mine is looking for an apartment. She is civilized from a lifetime and he has a fixed job! Guess why they don't get an apartment among other things? You have two children! The 4-room apartments are better rented to a couple from up 50! Of course also basic conditions such as taxes, brokers etc. are a problem, but also a lot the attitude of the tenants! Maybe you should get rid of the people who really don't pay rent and all the others tyrannize better than landlords, then it also works with a flexibility in thinking landlord.",0,1,1
1504,127,"For me, home is not a home, if you exclude or even exploit other people, starve them, cover them with raw material wars and then let them drown in the Mediterranean and reject them at the borders.",0,0,0
1505,2055,"And because the economy (consisting of sheep wool, fish and chips and big ben souvenirs) is so strong the pound as the Brexit decision was made had also been smeared at short notice by 30%? And what good is a strong economy for the British if it greyens all trading partners and does not have a contract to trade when hard Brexit comes? Then the island remains on its sheep, right-wing cars and co.",0,1,1
1506,2896,"@USER, @USER has just pointed out here what disgusting rush @USER spreads via Twitter.",0,1,0
1507,2985,What exactly is wrong with this? Please explain it objectively.,0,0,0
1508,1829,"Right, whoever doesn't want to, can contradict.",0,0,1
1509,3184,Maskelo the chatter,1,0,0
1510,386,@USER Yes Ok but then you also have to accept the way of life of the new home country and try to adapt here. Many have been here for 30 years and don't speak a word German .Can't be .But they just want to get into the social system,1,0,1
1511,1335,@USER Where is the @MEDIUM social media team that has commented almost every comment last week when someone without a reason defames a studio guest as a hetzer?,0,1,0
1512,2602,@USER there are many who don't mind working for others for a lifetime to be poor in retirement,0,0,0
1513,922,"Vienna has the highest wooden house with 84m ""SEEHUB"" in the Seestadt.",0,0,1
1514,2280,9 to 2 . good thing,0,0,0
1515,2878,"As a political scientist, who deals professionally with ethnic nationalism, group-related human hostility and anti-Semitism, I unfortunately cannot come to any other conclusion.",0,1,0
1516,2527,"Among other things, the GREEN programme has made Germany the largest puff in Europe, and the ""Prostitution Protection Act"" even promotes human trafficking.",0,0,0
1517,1189,"My God, it's pathetic.",1,0,0
1518,2664,@USER Didn't you know - already clear - please googl.Or can you not???,1,0,0
1519,3178,@USER RAF forgotten ?,0,0,0
1520,1039,"@USER the great capitalism makes you expropriate. Incidentally, it is legal to expropriate someone when this horrendous sum demands.",0,0,1
1521,1217,This Hank is really a honk.,1,0,0
1522,2103,@MEDIUM but still not by a government that is hardly alive anymore...,1,0,0
1523,185,"Berlin is open to all, except the dear South Germans who have fucked up here",1,0,0
1524,1956,Then what makes Westerners different from ISIS?,1,0,0
1525,158,"@USER, the Prussian kings and German emperors did not ask their people when they waged wars or took over countries. No one was asked during the Weimar Republic and the Third Reich either. And even for reunification nobody was asked whether the East should really join the West. Where should this supposedly so urgently necessary basic assumption come from now, the people must be directly questioned? Germany has an indirect democracy since the beginning of its democratic nature - like by the way most democratic states of the earth. The Swiss have a little more popular survey. But this is also bound by laws and must not violate principles. Moreover, the Swiss are increasingly dissatisfied with the popular survey in recent years. In Germany no parties are ""coldly placed"".",0,1,1
1526,588,"@USER is right, your father was called here. That people think that being able to push other people back and forth as ""guest workers"" is a cruelty. So: good that they didn't have to go again as planned. You can't even leave people somewhere or send them or transplant them and then want to undo everything. Their home is n a t Ü r l i c h here. And if your father also feels at home and could feel at home: great! No one can deny someone else his home. And no one should call the people around him as ""Köterrasse"".",0,1,1
1527,2364,"@MEDIUM clearly it's about Germany, where I always like to live and want to live my remaining years without fear and safe.But if you say that publicly you are Nazi and right.But honestly? I say what I think",0,1,0
1528,117,"The AfDs are just as neoliberal and capitalist destroyers of our homeland as the CDU, CSU, FDP, SPD and Greens.",1,0,0
1529,78,"@USER All parties whether CDU SPD CSU let alone FDP would have 30 years time what for the middle class and small people what to do and always before elections is promised and to bid to the citizens, but after the election as always the same! Nix passes. The only ones who have told the truth were the two women. Shall the @MODERATOR and the of the Cizero publishing house disclose your accounts. These people have the welfare state from childhood on as comrades as well as everyone else. Should now participate more in the prosperity of all Germans.",1,0,1
1530,3102,one against all - and wins!,0,0,0
1531,946,"Who in the future evaluates the houses for all real estate owners according to material value procedures comparative value procedures, the local arbitration court which then make favor reports, you can smear yourself in the hair!",0,0,0
1532,2558,The Green representative is gradually running out of arguments.,0,0,0
1533,2172,@USER because the state slowly leaves them to the vein because electricity more there milk more there the ticket more rent more,0,0,0
1534,2678,@USER And you like that? Typically GREEN comment.,0,0,0
1535,1764,"@USER on fb is usual ""you"", even fb duts.. but still, DECLAMINATION.",1,1,0
1536,116,"What about Germany's participation in these wars? What about our arms exports and what is even worse, German weapons manufactured in a licence, abroad. What about the economic exploitation of the countries in the EU and in the world by Germany. I mention in particular the Economic Partnership Agreement, the empty fishing of the seas or the flooding of markets with our tax-subsidized cheap meat? What about the 16.8% of the people in Germany who live below the poverty line? What about the 1.5 million people who go to the tables? What about the workers who have to work in Germany under slave-like conditions? What about the people who have an hourly wage of less than 13 euros and who will be guaranteed to be dependent on basic security in old age? Talk about the social issues! Here comes the neoliberal and capitalist frats of the CDU, CSU, FDP, and Green to the forecast.",1,0,1
1537,2670,It can also not be controlled with saving the climate that serves only to rip off,1,0,0
1538,563,"@USER ... wrote the friend of Fascist Landolf Ladig, aka Bernd Höcke.",0,0,0
1539,621,@USER at corrupt Erdogan or here?,0,0,1
1540,1294,Did I understand correctly that he claimed VW had not cheated? VW has committed a fraud that lies in the area of organized crime. So much for the truth and the assumption of responsibility.,0,0,1
1541,1739,"I am exceptionally fully behind Mr Spahn in this regard, and the planned approach is the call for self-responsibility, and that must be done by an adult who wants to live self-determinedly every day.",0,0,0
1542,3151,"HASS spread MANY immigrants..as at the weekend in numerous swimming pools. And this is still promoted by the hypertolerant helpers, who like to impose speech bans and taboos.",1,0,0
1543,140,""" thought? No, green dream dancers don't think that far! They only think from 12 to noon! "" I'm about to fall laughing off the chair. I refer to my faceboo side ""think new"".",0,1,1
1544,901,"Why is half just when the seller orders? Because the buyer receives a service as well! It is by far not the case that the broker does nothing for the buyer! Mrs. Barley You really seem to live in a different world. I also did not order / choose you, I still have to pay taxes, from which also you will be remunerated!",0,1,1
1545,310,"And no matter what talk show you turn on, this chick without a finish is always looking out of the tube and spreading her crap.",1,0,0
1546,2110,"What has become of the promise of politics, the so-called rental price brake?",0,0,0
1547,2722,At lanz were again two guys on Thursday. Didn't watch the show.,0,0,0
1548,2801,@USER what do YOU just do in your text - oh man ,0,0,0
1549,1280,"There are c. 6-7 million students in Germany, of which c. 3-4 % demonstrate on Fridays during normal school hours.There is compulsory schooling and no right to strike for pupils in the law! Everyone can demo outside school hours! Laws and rules apply to ALL! Without them, no democratic society can exist reasonably.I am 63 years old and find youthful commitment especially on political topics very good. Even I have demonstrated against the Vietnam war and so on earlier. For good reason, most of the students do not participate in the demonstrations in the mornings! That's good. In Detmold, students demonstrate during their free time!(according to the report of the Lippische Landeszeitung)!",0,1,1
1550,2017,What is little Kevin supposed to do to make a contribution to Brexit? Don't understand the meaning of this discussion.,1,0,0
1551,2809,"@USER Which of them described ""hate"" where you can see the",0,0,0
1552,2446,"@MEDIUM, do you have the impression of the chancellor that she has a plan in matters of ""care""? At least I don't. Do you see the reference to the subject now?",0,0,0
1553,2623,The country must also become safer.One hears every day of assaults and murders.falll's stupid questions come I recommend reading the newspaper,0,0,0
1554,920,"In order to build a house on a village, one would have to have 300000--40000 euro or take up. This is nothing for simple earners without civil servants status. Young families,where parents or grandmother still put something on it and both well earn, yes the will be able to build and also those will come to the benefit, from tax means,even of workers who never come in life on a green branch, to get the construction child money. It is not 1 house more or less, because of the construction child money bought or built. But the money is gone, of course, not with those who could really use it.",0,1,1
1555,1187,Without fathers it has always been bad! So what should change,0,0,0
1556,3121,@USER me too,0,0,0
1557,2823,@USER that's what it's about NEVER,0,0,0
1558,1965,"@USER you have some knowledge of physics. Do you know what a motorcycle weighs at 100ps? Comparisons should be made under the same denominator, otherwise it's just madness! Yes, some cyclists have no sense for each other. I don't care about that. I want to be a model and ride accordingly. 120kmh was my record on a blocked track. No madness. Exercise and passion. Someone who has decided to ride such a motorcycle and should put all of them at great risk in case of an accident with increased speed. We are not here in Jurassic Park, where everyone can do T Rex and then call on GG!",0,0,0
1559,2270,It's populist if German want what ????? What isvdas for a weak. . tell a Canadian that he's a weak man when he says he's proud to be a Canadian. These good people make me puke.,1,0,0
1560,1012,"WIR want to create Plus houses, that is houses that show more energy than they consume. But for that, the state must promote with our taxpayers' money, so that rents do not suffer from it. And yes, we also need affordable housing, where the rent of state institutions is capped. And yes, that will cost us tax money too. And now look at the top. The richest 100 people in Germany feed on a private asset of over 750 billion euros. All in a wealth tax of 5% would feel about 40 billion euros in the cash register.",0,1,1
1561,2870,A real voice trasher :-D,0,0,0
1562,363,where was the switch that will set the evening...,0,0,0
1563,155,"@MEDIUM that's true, the main thing you come to a common result where both sides are satisfied with",0,1,0
1564,1343,The applause hasher,1,0,0
1565,3144,@USER Little Pea Counter???,0,0,0
1566,2152,"@USER If I bring here facts that even @MEDIUM can no longer dispute, I can't be a fool. The statement above is right and everywhere to read. So that must be the one who questions it and does not bother to examine it. Depp.",1,1,1
1567,314,"Well. I was born in Rhineland-Palatinate, grew up in Northern Germany and have lived in North Rhine-Westphalia for 26 years. My home is Northern Germany.",0,1,0
1568,1234,"We would have to change radically worldwide but this is not to be expected.The Earth can every year 100 million cars, 1000 new aircraft, 50 new containers and cruise ships, 800 new coal-fired power plants, 50 new nuclear power plants, nonsense to fly, storage of data without meaning, millions of new people etc. Certainly not.I can only apologize to my grandchildren.",0,1,0
1569,356,"shallow chatter,...",0,0,0
1570,405,"They're all crazy,",1,0,0
1571,525,"What do the Greens & their voters say about the hundreds of ""individual cases"" every day everywhere in ",1,1,1
1572,300,@USER no human can do anything for it if you can't process it intellectually.,1,0,0
1573,2363,@USER where is what I've chosen.I'm talking about my own opinion,0,0,0
1574,1964,"And the other two here, I'm the old guy on the rear wheel, who likes to speed up to 120kmh in the wind shadow. And now I'm the danger? That I've never caused an accident doesn't matter. Tricycle, should be referring to disability. That's not my humor!",0,0,1
1575,3087,And that's exactly who cares?,1,0,0
1576,1322,@USER What else do you want? The SPD wants to save tenants the property tax.,0,0,1
1577,2738,"The poorer the population will be, the more it will increase, completely normal",0,0,0
1578,2619,@USER .And you laughter,0,0,0
1579,716,IM real estate sales are internal commissions already almost the rule....Doll,0,0,1
1580,2079,"@USER, if we receive an annual immigration of people in a large relationship of a relatively large city, it explains itself that the existing living space cannot be enough! With regard to your mentioned reality refusal I have to ask you whether you reflect on yourself and think about what you give yourself. If you are convinced of what you write, it must be because the misery has not yet penetrated to your door. As far as I am concerned, I am telling you, waits off....",0,1,0
1581,1045,@USER Could anyone build if the (state-related) costs were not so high,0,0,1
1582,1706,"@USER you just don't understand.And this way of arguing has contributed to mine, no, as I said.Perhaps organ donors and their way of argumenting should be mercilessly self-reflecting.With this challenge with subliminal threats (until you yourself, etc...), you do a real disservice to the matter.",0,1,0
1583,1671,"@USER it's too late, sad but true and the suffering are those who can't fight back.Children animals and nature",0,1,1
1584,1710,But it should be like this,0,0,0
1585,2114,@MEDIUM I meant that this is always suggested it would change something but ultimately topics like this only dealt with in talk shows much polarized and for the actually affected nothing comes around.. Money ruled by because of welfare state,0,0,1
1586,2727,"As you said, there has never been such a political murder before? RAF! The real beginnings were Hoyerswerder and Rostock!And since the CDU/CSU has been responsible and remained violently idle, until today! Your chancellor won elections with right-wing slogans. And now all this is no longer true? So please, the citizens not all sell for stupid. Some can still be very good at CDU slogans (""we can't be extraterrestrial"": by Mrs Merkel), well remember & how the CDU won elections with it. And not to forget that the very rights come from the AfD from the CDU camp. So you too have endured extreme rights. as long as it brought you votes.",1,1,1
1587,345,@USER vice versa is unfortunately the same.,0,0,1
1588,683,... oh the left - #FASCHISIAN #HETZERIN @USER once again ! I register you with your city administration as #BURGIN ! You #HAFTEN and #PAY NOW for your #PAYES ! . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,1,0,1
1589,2862,Interesting is how many users try to defend a folkic heretic like Uwe Junge.,0,0,0
1590,2474,"If the salaries and working hours are made attractive, then it also works with the care. The garden gazebo is ready. I do not need commissions or working groups for this.",0,1,0
1591,2469,@MEDIUM It's clear that you don't want to hear the truth.,1,0,0
1592,636,"The problem with the home is, if you have nothing to say in your own country anymore, if foreigners can name themselves like paviane in the serengeti, well then things go wrong here! Funny only that you blame the Turks who pay billions of tax here ... tja, what goes around comes around my dear germans :)",0,0,1
1593,2699,"Far away, any reality, the woman! Probably sat for too long in the green meadow!",1,0,0
1594,1074,"Then let's go @USER, become chairman of the board, or even better, become supervisor. Could of course also be that you are not going to be anything because of the ""wrong"" family, say not to be related to half the world or however you are in contact with it. You don't even have to go to corporate level, SMEs are not better there. Just look spontaneously from a city you don't know 10 medium-sized enterprises. Medium-sized enterprises means more than 50 employees up to a maximum of 250 employees. Probably no more than two women. And that's not because of not being able to or not wanting to, but because of our education and the resulting hierarchy. Everyone doesn't mind, but nobody wants to do something about it, except verbally, neither women nor men. Except ""that's so bad"" comes almost nothing. I can therefore do this ""but we poor women"" no longer. I find this double measure to vomit, but this man has changed everything nowadays, I have to do it all too often.",1,1,1
1595,1714,"@USER If I am physically unable to make a signature, I will be forced to do so. An oral statement does not count. Severely disabled people, for example.",0,0,1
1596,1207,The Hank's so on my balls.,1,0,0
1597,2509,Journalist. Aha they play themselves every now and then like case mollath and confirm themselves as psychologists.,1,0,0
1598,2525,How does she know that?,0,0,0
1599,217,"""Security has become worse due to the increased crime, especially in cases such as assault and rape, the judiciary no longer prosecutes many crimes for overloading, there is more homophobia, hatred of Jews and Islamization..."" Of course, more than 1 million new people in Germany also cause more problems. These are also massively exacerbated by the fact that more than 20,000 jobs have been removed from the police before the refugee crisis.",0,0,1
1600,895,@USER not only that because if you are lucky then you get what only with insane interest rates which the banks with these people with little bang. Have you got more your credit with so low interest rates that these people get the almost for free.,0,0,1
1601,2807,@USER could you explain this to me,0,0,0
1602,1879,"One, and that's exactly the idea here.",0,0,0
1603,1413,@USER and now imagine the big new building districts. Everyone has their extension cable hanging out of the window. And then you can't find a parking space.,0,0,0
1604,2214,"Democracy also allows opinions that do not like. I have the opinion that the borders around Europe and to date around Germany are controlled and protected. Limitation of immigration mainly from Muslim states. No debt communitization. No equality. Gaga Gender and Ököwahn is a horror to me. That's why I choose the AfD. Not a superstate Europe, but a Europe of the father countries and patriots.",1,0,0
1605,2799,What do you think is discovered today by a politician? https://www.facebook.com/530757183776023/posts/1159622474222821/,0,1,1
1606,352,for the quota...,1,0,0
1607,2424,@MEDIUM we are just creative.,0,0,0
1608,43,@USER The CDU doesn't allow it like that. Say only if they get rich people something ( 10 billion for the hotel lobby),1,0,1
1609,830,"No, it doesn't help. Of course you have to build, but it doesn't make rents cheaper. If big corporations like Venovia make billions of profits and that's more and more every year, the rents rise more and more white, it doesn't make any sense. The FDP wants to promote such companies, not relieve the tenant.",0,1,1
1610,1749,"You just have to use the right framing ""the good organ donation-forced law"" then it works as well.",1,0,0
1611,1646,Targets mean for you (SPD) to cost everything for which you pay nothing. So in the future a CO2 tax for passenger cars (petrols) will be levied with certainty after you have forced the conversion of diesels to gasoline!,0,0,0
1612,856,"Social housing is not very profitable when it is privatized. Since everything is privatized, it is not surprising that there is no socially acceptable living space. The Federal Property Office has modernized and sold a large part of its properties. I wonder at this point more, what can an architect afford on this subject? In itself, it's just about the cookie. Everyone chats, nothing happens. If the institution looks at this topic, then one understands that this Monday at HaF will also be a pure laber event, which will bring no further, except the pulse of the viewer and the self-presentation of the guests and the moderator, whose company produces this format on behalf of the ÖR radio.",0,1,1
1613,1312,SPD No Thank you,1,0,0
1614,3088,It even goes so far that now even TWO Greens are invited per show (Lanz#).,0,0,0
1615,829,"Please take a look at the consequences of ""The Institution"". Thank you!",0,1,1
1616,1175,"old against young men against women meat eaters against vegans,..this is Germany 2019",0,0,0
1617,880,German Build Homes..,0,0,0
1618,2232,"@USER, I would like to understand her comment. But I only speak German, English and French. Kauderelsch is unfortunately not there.",1,0,0
1619,2325,"@USER She was friendly, moderate, absolutely sympathetic. Even towards @USER.",0,0,0
1620,160,"@USER, and what exactly do you want? East Germany again? A wall that protects you from the evil currents of the evil world? But you still take hard West currency, don't you?",1,0,0
1621,942,On the question of expropriation all parties show their wares face again ! Just do not go to the big companies to the laundry !,1,0,0
1622,2113,In the labern are the German at the very front.In the make he is not.,1,0,0
1623,894,"Building children's money is good for families who only now decide to own their property. We have had an own home for more than 20 years. Must be renovated only we do not get the support of KFW because no bank wants to help us in this regard. With pensioners this becomes more difficult. Our house is, by the way, 54 years young.",0,1,1
1624,3002,"Mehmet Daimagüler is supposed to have something to do with Erdogan? Can you explain this, or why do you spread such lies?",1,0,0
1625,1888,allow the withdrawal to be paid in advance and then emigrate ;),1,0,0
1626,814,@USER but there had all the apartments😉,0,0,1
1627,2877,"Just read this article from September 2017 by the renowned anti-Semitism researcher Dr. Clemens Heni about the AfD, on which I also participated in my role as a political scientist: https://blogs.timesofisrael.com/first-neo-nazi-party-to-be-elected-to-the-german-federal-parliament-on-sept-24/",0,1,1
1628,2768,Leftists have a license or something.,0,0,0
1629,1369,"Right, not even the countries of Europe join...",0,0,0
1630,1145,a miracle that Thomas Gottschalk was not invited after today's urgent news...!,0,0,0
1631,2104,"@USER people who have been lazy for 30 years here are not the only beneficiaries of our pensions, respectively our social insurance funds. Has it been reported these days, how many billions of pension funds have been and will become alienated. But this is not today's topic, it is your legitimate wish topic, but what will remain a wish for my feeling, as nothing will change from the current policy. What do you think, why they are now aiming for a CO2 tax? 3x you can guess.",1,0,1
1632,2057,"@USER Of course, that's fine. The sums that flow into one pocket or another will not be fine, but the project Europe and the related obligations are absolutely fine. Nationalism is 19th-20th century. The EU as a community has grown to every problem better than the states alone.",0,0,1
1633,2407,"@MEDIUM You do TV and not radio, don't you? (although I've really only watched some shows via headphones, but that doesn't matter now) The fact is that a professional politician is certainly looking at their effect like any other politician (especially the national one) and therefore probably deliberately makes this pitiful look. And nothing else I ask for a question. Politicians are NOT just about content, but just about the person, sympathies, his lifestyle, background, etc. But you are also aware of that.",0,1,1
1634,1091,"In many companies and occupational groups, the remuneration of men and women is the same. Why can't one say that a company has to pay all employees for the same activities equally. Whether man, woman, temporary worker...",0,0,1
1635,2204,@USER such nonsense. Where are the evidence that the closed borders lead to more deaths in the sea.,0,0,0
1636,265,... and there are many who have none..,0,0,0
1637,360,So she must be on you and you with Erdo...,0,0,1
1638,1828,We already have c. and ms. What about the organmafia that exists in other countries.,0,0,0
1639,3011,"Parallels between the Nazis and the AfD? Anti-Semitism, for example, as Stefan Dietl analyses in this article: ""The fact that the AfD is deeply anti-Semitic is hardly taken into account. The hatred of Jews is the common denominator that unites the various tendencies of the party."" https://jungle.world/article/2019/23/adolf-bitte-melde-dich",0,1,1
